subject,predicate,object
现代白族彩绘,工艺特点,沿袭传统工艺但材料多样化
白族建筑结构特征,主要材质,土木结构/青砖/白墙/灰瓦
白族建筑色彩体系,主体色调,白色
彩绘常见部位,包括位置,大门/照壁/山墙/腰线/龙马角
香草纹图案类型,具体示例,草龙/草凤/缠卷草纹
如意云纹别名,又称,回纹/万字
民居彩绘技法特点,表现形式,雕画结合
大门屋檐装饰工艺,采用方式,丰富的木雕装饰
照壁制作工艺,使用材料与技术,泥做斗拱与部分浮雕
彩绘打底工序特色,木结构用料,猪血/桐油和石灰调和而成的猪血灰
彩绘打底工序特色,泥砖墙用料,纯质熟石膏与白棉纸拌和制成的纸筋灰
彩绘颜料类型,主要成分来源,矿物质颜料
白族建筑彩绘应用领域,覆盖范围,宗祠/庙宇/大型古建筑群体/白族民居建筑
民居彩绘功能象征意义,文化寓意,祛邪避灾祈祥求福
关索戏,范畴类型,军傩
关索戏,流传地区,玉溪市澄江县阳宗镇小屯村
小屯村原名,名称由来,先锋营
先锋营建立者,人物关联,诸葛亮平定南中时命关索为先锋
关索戏起源传说,传入方式,随军传入澄江
旧时演出周期,时间间隔,每三年一次
传统演出时段,具体日期,农历正月初一至十二
演出范围,地理区域,本村及阳宗坝子
演出前仪式地点,场所名称,灵峰寺
祭祀对象,神明身份,药王
傩祭仪式内容,包括项目,踩村、踩街、踩家、点将、辞神
仪式功能目的,宗教意义,驱鬼逐疫、消灾祈神
剧目题材来源,历史背景,三国故事
主要扮演角色群体,代表人物,刘备、孔明、关羽、张飞、关索、鲍三娘
演员构成成员,人员类型,主要演员、马童、龙套、锣鼓手
传承方式特点,继承制度,父传子、子传孙的家庭传承
面部装扮特征,使用道具,木制面具
常演经典剧目,作品列举,《古城会》《战长沙》《长坂坡》《过五关斩六将》《三请孔明》《三战吕布》《收周仓》《夜战马超》《花关索战三娘》
剧目时长范围,时间跨度,从分钟到小时不等
开场表演形式,出场顺序,马童和小军先出场
表演元素组合,艺术手段,有唱有打唱中夹白
伴奏乐器配置,乐器类型,无弦乐无伴唱只用锣鼓
声腔语言载体,方言种类,阳宗本地方言
音乐唱腔体系,板式分类,五字板、七字板、十字板、大刀腔、哭板、长板、短板、流水板
转调指挥工具,控制方式,锣鼓指挥
曲调表演风格,艺术特点,变化随意性较大无固定板式
传统演出场合,场地类型,白天在广场、院坝
文化特质体现,风格特征,浓厚的地域文化特点和古朴之风
现代演变趋势,习俗改变方向,演出习俗和程序有所简化和改变
保留核心仪式,存续项目,祭药王、踩村、踩街、踩家、点将、辞神
传承方式更新,新发展模式,不再局限于父子之间
昭通端公戏,演出场合,庆菩萨、庆坛、打傩、阳戏及斋醮等仪式活动
昭通端公戏,命名来源,由端公表演而名
昭通端公戏,传入时间,明清时期
昭通端公戏,传入来源地,江西、四川等省
昭通端公戏,分类,正戏和耍戏
正戏,特点,与仪式内容相关
正戏,表演形式,戴面具古脸子扮诸种神
正戏,代表剧目,《大战红山》《桃山救母》《扎五营》
耍戏,别称,春戏、花戏
耍戏,类型,小喜剧
耍戏,行当设置,生、旦、净、丑
耍戏,旦角演唱方式,假嗓
耍戏,其他角色演唱方式,本嗓
耍戏,演唱形式,独唱和帮唱
耍戏,伴奏乐器,锣鼓
耍戏,互动形式,场下帮白
昭通端公戏,现代演出主体,民间戏班
昭通端公戏,演出受邀用途,祝寿、还愿、婚嫁、小孩满周岁或剃头、建房、祭祖等场合
昭通端公戏,表演灵活性,可根据主人之意跳完全部或部分片断
昭通端公戏,即兴创作依据,按主人要求的庆贺内容
昭通端公戏,社会功能,既娱人又有教化作用
昭通端公戏,表演手段,诙谐幽默的对白
昭通端公戏,吸引观众方式,滑稽的跳、打、斗、舞
昭通端公戏,文化内涵关联,驱邪纳福、祈求平安的民间信仰
昭通端公戏,反映内容,当地百姓对美好生活的向往和追求
昭通端公戏,保留形式,古代傩祭仪式的若干古朴形式
昭通端公戏,功能特点,既娱神又娱人
昭通端公戏,研究价值,保留部分中国戏剧艺术的初始形态
昭通端公戏,研究意义,对研究中国戏曲的形成发展具有重要参考价值
昭通端公戏,活动特性,隐蔽性
昭通端公戏,发展限制因素,极大地限制了其艺术发展
昭通端公戏,消匿时期,世纪年代后基本消匿
昭通端公戏,恢复时期,世纪年代后逐渐恢复演出
弥渡花灯,民族学特征,白族文化载体
弥渡花灯,历史学特征,起源较早盛于清末民初普及于新中国成立初期
弥渡花灯,符号学特征,排灯开道/龙狮表演/凤引麒麟/旱船/白鹤/蚌壳/钱鞭/高跷/云高台大唱/小唱
弥渡花灯,美学特征,浓妆艳抹手持各种道具边走边唱边转无固定程式生活气息浓厚
弥渡花灯,历史学特征,被文化部授予中国民间艺术花灯之乡称号
弥渡花灯,民族学特征,大理白族自治州弥渡县地域性传承
弥渡花灯,社会学特征,不分男女老幼共同参与表演
嵩明花灯,历史学特征,据史料记载有超过个村寨曾有花灯活动
嵩明花灯,符号学特征,表演形式多样分为团场和坐场
嵩明花灯,美学特征,气氛热烈火红
团场,社会学特征,十余名成对的男女角色歌舞表演
坐场,民族学特征,各类小戏、小歌舞和小演唱的统称
坐场,历史学特征,以小戏表演为主
嵩明花灯小戏,符号学特征,约计出部分只有说白而无唱腔的讲口戏
《红灯舞》,历史学特征,被总政歌舞团改编
《红灯舞》,美学特征,曾在世界青年联欢节演出有一定影响
《王氏挑水》,符号学特征,全省各地花灯表演团体的常用花灯曲调
《双叠调》,符号学特征,全省各地花灯表演团体的常用花灯曲调
《老鹰亮翅》,符号学特征,全省各地花灯表演团体的常用花灯曲调
嵩明传统花灯,历史学特征,世纪年代后由于长期中断活动曾一度衰落
嵩明传统花灯,社会学特征,年代后又有所恢复
嵩明花灯,历史学特征,熟知花灯传统的民间老艺人陆续去世
嵩明花灯,符号学特征,一些剧目、曲调和表演形式已逐渐失传
嵩明花灯活动,社会学特征,规模也远不如前
元谋花灯,吸收元素,外来剧种
元谋花灯,吸收元素,剧目
元谋花灯,吸收元素,音乐
元谋花灯,吸收元素,表演形式
元谋花灯,融合内容,地方山歌
元谋花灯,融合内容,民间舞蹈
元谋花灯,形成时间,明洪武年间
元谋花灯,成熟时间,明末清初
民国时期,演出主体,全县灯社
全县灯社,演出频率,每年春节
全县灯社,演出范围,邻近村社
元谋县,成立机构,元谋县花灯团
元谋县花灯团,上演类型,改编传统花灯
元谋县花灯团,上演类型,移植现代花灯
元谋传统花灯,分类类别,文戏
元谋传统花灯,分类类别,武戏
元谋传统花灯,分类类别,庙会戏
庙会戏,细分类型,袍带戏
庙会戏,细分类型,三小戏
袍带戏,特点描述,场面大
袍带戏,特点描述,人物多
袍带戏,规模等级,大中型戏
三小戏,角色组成,小生/小旦/小丑
三小戏,表演风格,谐趣小戏
传统花灯剧目,来源类型,地方艺人创作
传统花灯剧目,融合艺术形式,地方民歌
传统花灯剧目,融合艺术形式,小调
传统花灯剧目,融合艺术形式,地方曲艺
元谋地方花灯,风格特征,风格鲜明
元谋花灯,现存曲谱数量,首
文艺工作者,整理成果,《元谋花灯音乐》
《元谋花灯音乐》,卷数规模,三卷
文艺工作者,整理成果,《元谋花灯曲谱》
文艺工作者,整理成果,《元谋花灯资料》
元谋花灯,表演特点,载歌载舞
元谋花灯,表演特点,表演性强
元谋花灯,风格特质,乡土味浓郁
元谋县,拥有团体,专业花灯剧团
元谋县,拥有团体,传统花灯社团
元谋县,拥有团体,业余演出队
元谋县,艺人结构,老/中/青传统花灯艺人
元谋县,演员规模,业余花灯演员人
传统花灯艺人,活动时间,农闲时
传统花灯艺人,活动方式,走村串寨
传统花灯艺人,贡献领域,继承和发展
姚安花灯,传承方式,父母辈言传身教与年轻人耳濡目染
姚安花灯,主要内容,拉花
姚安花灯,主要内容,牛歌
拉花,基本队形,圆圈/簸箕灯/团场子戏
拉花,中心角色,打岔佬
拉花,典型动作,小鱼抢水
拉花,典型动作,扭麻花
拉花,典型动作,大穿花
拉花,典型动作,老牛擦背
拉花,典型动作,苍蝇搓腿
拉花,使用步法,崴步
拉花,使用步法,颠步
拉花,使用步法,提步
拉花,使用步法,四方步
拉花,身段造型,老鹰晒翅
拉花,身段造型,海底捞月
拉花,身段造型,双人照面
拉花,身段造型,狮子摇铃
牛歌,别称,坝子腔
牛歌,演唱场合,春耕栽种期间
牛歌,上坝子唱腔特点,融入彝族情歌小调/声音轻柔/音律低沉优雅
牛歌,下坝子唱腔特点,声音高亢洪亮轻快
牛歌,表演形式,男女二人对唱
牛歌,歌词结构,主词+副词
牛歌,主词句数,两句
牛歌,副词句数,六句或十句不等
姚安花灯,化妆传统,鞑子和拉花姑娘由初学者担任
姚安花灯,折子戏演员,艺人
姚安花灯,伴奏乐器,锣
姚安花灯,伴奏乐器,钹
姚安花灯,伴奏乐器,小锣
姚安花灯,伴奏乐器,笛子
姚安花灯,伴奏乐器,二胡
姚安花灯,伴奏乐器,三弦
姚安县,传承机构,花灯剧团
姚安县,创作团体,农民戏剧创作组/农民戏剧协会
姚安县,普及程度,坝区乡镇村居委会可召集表演队
姚安花灯,文化地位,云南花灯重要组成部分
云南花灯,形成原因,各民族共居
彝族花灯,代表地区,红河哈尼族彝族自治州建水县岔科乡白云村
彝族花灯,代表地区,普雄乡塔瓦
彝族花灯,代表地区,南庄羊街
白云村灯会,成立时间,清光绪十九年
建水县彝族花灯,融入元素,彝族音乐
建水县彝族花灯,融入元素,彝族舞蹈
建水县彝族花灯,融入元素,彝族语言
建水县彝族花灯,融入元素,彝族服饰
彝族四大腔,句式特点,白话部分常用的五言句式
彝族四大腔,语言特征,彝语语气词
建水花灯舞蹈部分,动作来源,彝族民间舞
建水花灯伴奏,特色乐器,四弦
传统剧目,《打花鼓》)16.(传统剧目,《打渔》
传统剧目,《打草竿》)18.(传统剧目,《补缸》
传统剧目,《张三杀羊》)22.(传统剧目,《劝赌》
传统剧目,《乡城吵闹》)24.(传统剧目,《老贾休妻》
建水花灯,提供资料对象,省、州、县有关文化单位
建水花灯,参与活动,省级文艺汇演
白云村彝族花灯班,演员年龄范围,从岁不等
白云村灯班,仪式活动,请灯神仪式
白云村灯班,活动时间,每年农历正月十五
白云村灯班,集体演唱时间,正月十五、十六全村开始大唱花灯
白云村灯班,结束标志,正月十七唱完灯后即送灯神
陈维纯,组建,滇剧班子
宜良县,培养,滇剧艺人
协兴滇剧社,吸收入社,民间滇剧艺人
曲靖地区滇剧团一队,成立基础,宜良滇剧一队
宜良县滇剧团,早期骨干包括,彭国珍/竹八音/小八音/戚少斌/殷质泰
宜良县滇剧团,演出剧目,《狸猫换太子》
宜良县滇剧团,演出剧目,《七侠五义》
宜良县滇剧团,演出剧目,《三姐下凡》
宜良县滇剧团,演出剧目,《杨家将》
宜良县滇剧团,演出剧目,《樊梨花》
宜良县滇剧团,创作历史剧,《天波潮》
宜良县滇剧团,创作历史剧,《穿袈裟的军人》
宜良县滇剧团,创作民间故事剧,《兔仙救龙记》
宜良县滇剧团,创作现代剧,《野菊花》
宜良县滇剧团,创作现代剧,《绿林新传奇》
凤庆县,最早传入时间,清光绪三十二年
刘金玉,带领演出团体,天庆班
凤庆县,成立首个业余社团,尚友社
尚友社,使用剧本来源,《滇剧大观》
尚友社,使用剧本来源,《新滇剧》
尚友社,使用剧本来源,《滇剧曲谱》
尚友社,募捐义演剧目,《木兰从军》
尚友社,募捐义演剧目,《岳飞传》
凤庆滇剧团,创新唱腔类型,反丝弦
凤庆滇剧团,创新唱腔类型,反二黄
凤庆滇剧团,原创代表剧目,《夜梅》
凤庆滇剧团,原创代表剧目,《双冤案》
凤庆滇剧团,原创代表剧目,《生日蛋糕》
凤庆滇剧团,原创代表剧目,《借嫁妆》
凤庆滇剧团,原创代表剧目,《阳雀叫醒梦中人》
凤庆滇剧团,原创代表剧目,《涌金烈火》
凤庆滇剧团,原创代表剧目,《心愿》
凤庆滇剧团,原创代表剧目,《对象》
凤庆滇剧团,原创代表剧目,《金秋宴》
凤庆滇剧团,原创代表剧目,《蜂王选婿》
彝族最早的戏剧演出活动,起始时间,未明确记载但提及原楚雄州大姚县直苴乡现属永仁县小学教师尝试编演节目
新中国建立后,传入内容,革命歌曲和文艺节目
杨森,创作形式,采用端公跳神动作与神态结合《梅葛调》《过山调》《放羊调》及彝族民间歌舞模仿汉族花灯编演剧目
代表剧目示例,包括,《谁是医生》《牧羊在林中》《狼来了》《半夜羊叫》
文化部会议事件,演出剧目,《半夜羊叫》
文化部会议事件,结果认定,正式定名为彝剧并确立大姚县昙华乡为发源地
彝剧音乐构成,来源元素,彝族流行的山歌小调、舞曲和器乐曲
彝剧音乐现状,尚未形成形式,固定的板腔和联曲体
主要曲调列举,包含,《梅葛调》《过山调》《放羊调》《大松平调》《曼嫫若调》
乐曲类型列举,包含,《芦笙曲》《唢呐曲》《月琴曲》
主要伴奏乐器,俗称三大件,笛子、三弦或月琴、芦笙
表演发展过程,初期特征,模拟生活动作和动物特征的简单表演
表演技巧来源,吸收自毕摩祭司祭祀及《梅葛》演唱的动作声调表情)17.(表演技巧拓展,提取自打跳中的身段步伐转化为节奏性舞蹈性强的技巧
表现形式特点,结合方式,歌、舞、乐、剧结合
艺术风格特征,具有属性,浓郁的民族生活气息和鲜明的民族特点
创作题材倾向,多为类型,反映现实生活的现代戏
白剧,主要流传地区,丽江市部分白族聚居地区
白剧,原名,吹吹腔剧
吹吹腔剧,渊源关系,明代弋阳腔
白剧音乐,包括,唱腔音乐
白剧音乐,包括,伴奏曲谱
唱腔音乐,由...组成,吹吹腔
唱腔音乐,由...组成,大本曲
唱腔音乐,吸收改编自,民间乐曲
伴奏音乐,包括,唢呐曲牌
伴奏音乐,包括,打击乐
伴奏音乐,包括,三弦曲牌
伴奏音乐,吸收了,民间吹打乐
伴奏音乐,吸收了,歌舞乐
有的唱腔,按行当分为,小生腔
有的唱腔,按行当分为,小旦腔
有的唱腔,按行当分为,摇旦腔
有的唱腔,按行当分为,须生腔
有的唱腔,按人物身份和动作分为,英雄腔
有的唱腔,按人物身份和动作分为,苦腔
有的唱腔,按节拍、唱法分为,平板
有的唱腔,按节拍、唱法分为,高腔
有的唱腔,按节拍、唱法分为,一字腔
有的唱腔,按节拍、唱法分为,流水板
白剧,包含特殊唱调,《风绞雪》
白剧,包含特殊唱调,《课课子》
白剧,包含白族民歌曲调,《麻雀调》
白剧,包含白族民歌曲调,《泥鳅调》
白剧,包含白族民歌曲调,《朝山调》
唱词,采用格式,白族山花体格式
白族山花体格式,具体结构,三七一五或七七一五
演唱语言,使用,白语
演唱语言,使用,汉语
道白,使用,汉语白音
角色行当,包括,生
角色行当,包括,旦
角色行当,包括,净
角色行当,包括,丑
表演特点,具有,严谨规律
表演特点,具有,舞蹈性强
表演特点,具有,表现力强的武功
脸谱颜色,使用,红
脸谱颜色,使用,黑
脸谱颜色,使用,白
脸谱颜色,使用,蓝
脸谱颜色,使用,紫
伴奏乐队,保留传统乐器,唢呐
伴奏乐队,保留传统乐器,三弦
伴奏乐队,现发展为,以民族乐器为主的中西混合乐队
白剧剧目数量,目前收集到大约多个)54.(白剧剧目类型,"包括,袍带戏"
白剧剧目类型,包括,生活剧
白剧剧目类型,包括,民间传说故事剧
白剧剧目类型,包括,新编历史剧
白剧剧目类型,包括,现代戏
大理白族自治州白剧团,成立时间,年
代表剧目,《红色三弦》)61.(代表剧目,《苍山红梅》
代表剧目,《望夫云》)63.(代表剧目,《阿盖公主》
代表剧目,《情暖苍山》)65.(代表剧目,《苍山会盟》
代表剧目,《白月亮白姐姐》)67.(演出成就,被选调晋京演出
演出成就,在国内外巡回演出)69.(所获奖项,文华奖
所获奖项,曹禺剧目奖)71.(团体和个人获奖,国家级奖励近百项
艺术吸收来源,京剧)73.(艺术吸收来源,滇剧
艺术吸收来源,花灯)75.(艺术吸收来源,川剧
艺术元素融入,本民族舞蹈语汇)77.(艺术元素融入,其他民族舞蹈语汇
艺术特点,保持古老剧种的民族特色)79.(艺术特点,注意戏曲的程式化
艺术特点,注意戏曲的生活化)81.(艺术特点,具有鲜明的时代特点
艺术特点,具有鲜明的民族特点)83.(人才培养成果,培养和造就了一批有一定知名度和影响力的白剧艺术家
学术研究对象,吸引着不少专家学者对白剧艺术进行研究)85.(群众基础,在大理白族地区有着深厚的群众基础
明清时期,文化传播事件,汉族将渔鼓演唱带入壮族寨子
壮族民间曲调,应用于,渔鼓演唱
当地传说,涉及情节,汉族战败后被大鱼救助过河
木头刻成鱼形,制成乐器,渔鼓
明朝,关键人物,侬志高
传统渔鼓,包含元素,说白与唱词
下坝村渔鼓说唱,主要用途,哭丧
伴奏乐器,包括种类,笛子、二胡、京胡、钹、锣等
演员表演方式,使用工具,怀抱渔鼓手持高板边击拍边演唱
壮族渔鼓,语言特点,用壮、汉两种语言演唱
壮族渔鼓旋律,特征描述,起伏不大吐字清楚重在叙事
伙辅德,身份角色,西畴县文化馆成员
伙辅德,创作作品,《劈山引水带头人》
后续创作曲目,包括名称,《五唱民主选举》《五兄弟葬父》
壮族渔鼓艺术性,评价描述,具有突出的民族风格和地方特点
现状问题,面临困境,专业剧团演出不景气渔鼓演唱少人问津
传统曲目传承现状,存在问题,逐渐失传
鱼皮绷鼓技法掌握者,现状描述,艺人渐少
说唱艺人年龄结构,现状特点,多数年岁已高
彝族梅葛,含义,口头说唱的古老故事
彝族梅葛,类型,古老的长篇说唱史诗
彝族梅葛,保存方式,口耳相传、沿袭演唱
彝族梅葛,内容主题,生产劳动、婚丧嫁娶、风情习俗的记述
彝族梅葛,被视为,彝族人民的根谱
彝族梅葛,被誉为,彝族历史生活的百科全书
《梅葛》,特点,口头流传的关于人类历史及对大自然斗争的史诗
梅葛曲本,组成部分,创世
梅葛曲本,组成部分,造物
梅葛曲本,组成部分,婚配
梅葛曲本,组成部分,丧葬
梅葛曲调,细分类型,赤梅葛
梅葛曲调,细分类型,辅梅葛
梅葛曲调,细分类型,赤梅拉梅
梅葛曲调,细分类型,娃娃梅葛
赤梅葛,情感色彩,忧伤低沉
赤梅葛,用途,丧葬、祭祀
辅梅葛,性质,喜调
辅梅葛,情感特点,婉转抒情
赤梅拉梅,基础来源,上述两种古腔调
赤梅拉梅,别称,杂调
过山调,流行地区,大姚县昙华乡
马樱花调,流行地区,大姚县昙华乡
请客调,演唱场合,婚礼
讨亲调,演唱场合,婚礼
青棚调,演唱场合,婚礼
进门调,演唱场合,婚礼
迎客调,演唱场合,婚礼
送客调,演唱场合,婚礼
梅葛演唱形式,包括,单人
梅葛演唱形式,包括,双人
梅葛演唱形式,包括,集体
单人演唱,方式,坐唱和站唱
多人演出,方式,走唱与舞蹈结合
伴奏乐器,包括,葫芦笙
伴奏乐器,包括,口弦
伴奏乐器,包括,笛子
演唱语言,包括,彝汉两种语言
唱词句式,常见形式,七字句
唱词句式,常见形式,五字句
唱词句式,居多形式,五字句
过去歌手,主要是,毕摩
毕摩,身份,彝族祭师
毕摩,角色,彝族民间口头文学的保存者
毕摩,角色,彝族民间口头文学的加工者
毕摩,角色,彝族民间口头文学的传播者
毕摩,地位,彝族的知识分子
青年歌手创作曲目,超出范畴,传统的史诗范畴
青年歌手创作曲目,反映内容,彝族人民的新生活
代表曲目,包括,《民兵队长阿利若》
代表曲目,包括,《彝家山寨新事多》
代表曲目,包括,《红军长征过楚雄》
代表曲目,参与活动,云南省民族民间音乐舞蹈汇演
代表曲目,参与活动,全国少数民族业余文艺汇演
腾冲皮影戏,俗称,皮戏
腾冲皮影戏,传入时间,明洪武年间
腾冲皮影戏,历史时长,六百多年
腾冲皮影戏,流派,西腔
腾冲皮影戏剧目,取材来源,传奇
腾冲皮影戏剧目,取材来源,演义
腾冲皮影戏剧目,取材来源,民间故事
腾冲皮影戏剧目类型,包括,三国戏
腾冲皮影戏剧目类型,包括,列国戏
腾冲皮影戏演出活动范围,覆盖地区,腾冲城乡
腾冲皮影戏演出活动范围,覆盖地区,滇西的许多县市
腾冲皮影戏代表剧目,《抗战胜利》)16.(腾冲皮影戏代表剧目,《三十六团进腾冲》
腾冲皮影戏艺术风格,融合元素,中原皮影风格
腾冲皮影戏艺术风格,融合元素,边地特色
皮影靠子,组成部分,头
皮影靠子,组成部分,手
皮影靠子,组成部分,脚
皮影靠子,组成部分,身
皮影靠子功能,既是,表演道具
皮影靠子功能,又是,艺术精品
皮影靠子制作材料,使用材质,黄牛皮
皮影靠子制作工艺步骤,包括,硝皮
皮影靠子制作工艺步骤,包括,铲皮
皮影靠子制作工艺步骤,包括,打磨
皮影靠子制作工艺步骤,包括,雕刻
皮影靠子制作工艺步骤,包括,连接
皮影靠子制作工艺步骤,包括,上色
硝皮原料成分,含有,芒硝
硝皮原料成分,含有,鸡粪
定色定型材料,使用,洋药即透明水彩
制作工具类型,包括,剪刀
制作工具类型,包括,足刀
制作工具类型,包括,电工刀
制作工具类型,包括,锥子
垫子制作原料,包含,山茶花瓣灰
垫子制作原料,包含,蜂腊屎
垫子制作原料,包含,苦竹灰
腾冲皮影戏别称,云南大皮影)46.(腾冲皮影靠子特点,高大庄重
腾冲皮影靠子尺寸比例,约为其他地方两三倍大)48.(腾冲皮影靠子艺术价值,"具有,艺术审美价值"
腾冲皮影靠子艺术价值,具有,收藏价值
腾冲皮影传承现状,现存团体,固东镇的刘家寨皮影班
代表艺人,刘永周)52.(面临问题,后继乏人
镇南月琴,得名原因,南华旧名镇南县
镇南月琴,当地俗称,弦子
镇南月琴,制作历史,清代即誉满三迤
光绪《镇南州志》,记载内容,州人杨氏世袭其业所造者皆有美音市之者甚重
旧时作坊名称,包括,抱月斋、得月斋、得月楼、玩月轩等约余家
抱月斋店主,代表人物,郭纯熙
镇南月琴,取材材料,楸木板、水冬瓜木、香笋竹、弦线等
镇南月琴组成部分,包括,琴杆、琴簪、琴鼓、琴品、钓鱼台、琴胆等
琴杆顶部雕刻图案,老龙含珠)13.(琴鼓雕刻图案,双龙抢宝等精致民族图案
制作工序数量,道工序)16.(制琴步骤之一,制琴框
制琴步骤之一,制琴板)18.(琴板雕刻花纹示例,链子图、火把、龙等
制琴步骤之一,制调弦杆俗称弦耳朵)21.(制琴步骤之一,制龙头
不同弦台数量对应功能差异,个不等个弦台的月琴只能演奏彝族歌曲;个弦台的月琴可以演奏流行歌曲)24.(制琴步骤之一,制弦码装弦线
装饰元素,在琴板中间安装一块小镜子作为装饰)27.(镇南月琴音色特点,做工精美玲珑剔透音色清脆悦耳节奏鲜明
镇南月琴地位,成为民族乐团队中必不可少的乐器之一)29.(喜爱群体,专业、业余文艺工作者和民间艺人
艺术属性,工艺精良的雕刻工艺美术品)31.(价值体现,有较高的鉴赏和收藏价值
销售范围国内部分,云南各地)33.(销售范围国际部分,美国、泰国、缅甸等国家
现存传承人之一,郭庆云)35.(郭庆云所属社区,龙川镇西云社区
现存传承人之二,李树明)37.(李树明所属村委会,岔河村委会
斑铜工艺,流传地区,昆明市
斑铜工艺,流传地区,东川区
熟斑,原料来源,工业熟铜
生斑制品,特点,晶斑锃亮璀璨富丽典雅
生斑制品,特点,重量轻
生斑制品,特点,色彩自然光斑立体感和光泽度较好
斑铜制作工艺,工序数量,二三十道
斑铜制作工艺,耗时,两三个月
斑铜主要品种,包括,香炉
斑铜主要品种,包括,蜡台
斑铜主要品种,包括,火锅
斑铜主要品种,包括,鼎
斑铜主要品种,包括,盒
斑铜主要品种,包括,瓶
斑铜主要品种,包括,各种工艺品
会泽斑铜制作技艺,流传于,曲靖市会泽县
会泽斑铜,获奖情况,巴拿马国际博览会银奖
会泽斑铜产品,远销国家,日本
会泽斑铜产品,远销国家,美国
会泽斑铜产品,远销国家,东南亚国家
会泽斑铜选料要求,含铜量标准,精选会泽、东川一带出产的天然铜
会泽斑铜制作过程,包括步骤,用粟炭温火冶炼生斑
会泽斑铜制作过程,包括步骤,手工打磨
会泽斑铜制作过程,包括步骤,抛光
会泽斑铜制作过程,包括步骤,精加工
会泽斑铜代表性作品,双龙抱耳瓶)31.(会泽斑铜,"指定用途,云南省第二届传统民族体育运动会奖杯"
会泽斑铜技艺传承方式,传男不传女)33.(会泽斑铜技艺传承方式,无文字记载全凭口传心授
张克康家,历史地位,历史最久、名声最大
昆明斑铜制作技艺,起源地,会泽、东川等地
熟斑,出现时间,民国年间
昆明宝鸿号王吉兴,擅长制作,斑铜
栗长青造化庐,擅长制作,关圣像
昆明斑铜工艺工序,包括,选料
昆明斑铜工艺工序,包括,除杂质
昆明斑铜工艺工序,包括,出毛料
昆明斑铜工艺工序,包括,初劈
昆明斑铜工艺工序,包括,升起来
昆明斑铜工艺工序,包括,勒口
昆明斑铜工艺工序,包括,成形
昆明斑铜工艺工序,包括,打磨
昆明斑铜工艺工序,包括,烧斑
昆明斑铜工艺工序,包括,闹斑
昆明斑铜工艺工序,包括,煮斑
昆明斑铜工艺工序,包括,露斑
昆明市工艺美术厂,设立部门,斑铜车间
昆明市斑铜厂,前身机构,斑铜车间
昆明斑铜产品类型,包括,观赏工艺品
昆明斑铜造型特色,汲取艺术营养来源,古滇青铜文化
昆明斑铜造型特色,汲取艺术营养来源,中原青铜文化
昆明斑铜代表性作品,惊鹿)63.(昆明斑铜代表性作品,大象
昆明斑铜代表性作品,孔雀明王)65.(昆明斑铜代表性作品,大犀牛
昆明斑铜代表性作品,薰炉)67.(昆明斑铜产品荣誉,轻工部优质产品称号
昆明斑铜产品荣誉,省、市优质产品称号)69.(昆明斑铜产品用途,国家收藏珍品
昆明斑铜产品用途,"向外国元首馈赠的国家级礼品)
1.(乌铜走银制作技艺","属传统民间金属制作工艺,红河哈尼族彝族自治州石屏县异龙镇冒合岳家湾村"
乌铜走银制作技艺,属传统民间金属制作工艺,坝心镇
乌铜走银制作技艺,属传统民间金属制作工艺,昆明市晋宁县晋城镇
走银,定义,在铜胚上镂刻出精美的纹饰图样然后在阴刻的纹饰内镀银或金再将铜胚表面处理成黑色使其在庄重深沉的黑底上衬托出银金光闪闪的灿烂饰纹
石屏乌铜走银技艺,历史起始时间,清雍正年间
石屏乌铜走银技艺,创始人,岳氏兄弟
石屏乌铜走银技艺,相关文献记载,《异龙湖歌》
石屏乌铜走银技艺,民国年间年均产销量,约件
石屏乌铜走银技艺,主要工具,风箱
石屏乌铜走银技艺,主要工具,熔炉
石屏乌铜走银技艺,主要工具,钳子
石屏乌铜走银技艺,主要工具,錾子
石屏乌铜走银技艺,产品类型,器皿
石屏乌铜走银技艺,产品类型,墨盒
石屏乌铜走银技艺,图案主题,麒麟吐书
石屏乌铜走银技艺,图案主题,八仙过海
石屏乌铜走银技艺,图案主题,花鸟虫鱼
石屏乌铜走银技艺,图案主题,飞禽走兽
石屏乌铜走银技艺,图案主题,龙凤鹿鹤
晋宁乌铜走银技艺,流传地点,昆明市晋宁县晋城镇天城门村
晋宁乌铜走银技艺,传承来源,石屏岳家
晋宁乌铜走银技艺,器物种类,手炉
晋宁乌铜走银技艺,器物种类,花瓶
晋宁乌铜走银技艺,器物种类,香炉
晋宁乌铜走银技艺,器物种类,如意
晋宁乌铜走银技艺,器物种类,首饰
晋宁乌铜走银技艺,器物种类,烟具
晋宁乌铜走银技艺,器物种类,首饰盒
晋宁乌铜走银技艺,风格特征,独特雅致
晋宁乌铜走银技艺,受众群体,大富人家
晋宁乌铜走银技艺,受众群体,文人墨客
晋宁乌铜走银技艺,传承方式,世代独传
晋宁乌铜走银技艺,工艺保密措施,配方秘不外传
南嘎河寨,代表村落,高技艺水平
日常生活,依赖乐器,葫芦笙
生产劳动,使用工具,葫芦笙
逢年过节,文化载体,葫芦笙
红白喜事,仪式用品,葫芦笙
核心工序,技术难点,调音
传承方式,家庭单位,传男不传女
社会功能,维系作用,民族团结
经济模式,家庭手工业,增收来源
性别分工,学习起点,十五六岁男性
器物象征,文化符号,吉祥物
历史见证,承载内容,悠久历史与灿烂文化
美学特征,造型多样,大小长短不一
